0.59019,0.59019,0,1
0.73299,0.73299,0,1
0.83997,0.83997,0,1
1.0396,1.0396,0,1
0.70182,0.70182,0,1
0.58156,0.58156,0,1
1.0123,1.0123,0,1
0.707,0.707,0,1
0.58704,0.58704,0,1
0.56565,0.56565,0,1
0.68767,0.68767,0,1
0.62106,0.62106,0,1
1.0146,1.0146,0,1
0.92136,0.92136,0,1
0.34619,0.34619,0,1
0.50712,0.50712,0,1
0.86904,0.86904,0,1
0.79019,0.79019,0,1
0.98099,0.98099,0,1
0.64711,0.64711,0,1
0.63565,0.63565,0,1
0.694,0.694,0,1
0.48726,0.48726,0,1
0.38925,0.38925,0,1
0.50844,0.50844,0,1
0.99272,0.99272,0,1
1.0006,1.0006,0,1
1.0638,1.0638,0,1
0.40707,0.40707,0,1
0.73825,0.73825,0,1
1.249,1.249,0,1
0.47383,0.47383,0,1
0.57528,0.57528,0,1
0.58486,0.58486,0,1
0.53734,0.53734,0,1
0.51779,0.51779,0,1
0.34974,0.34974,0,1
0.81078,0.81078,0,1
0.40936,0.40936,0,1
0.57094,0.57094,0,1
0.74217,0.74217,0,1
0.66512,0.66512,0,1
0.32278,0.32278,0,1
0.35034,0.35034,0,1
1.3662,1.3662,0,1
0.60527,0.60527,0,1
0.6913,0.6913,0,1
0.43779,0.43779,0,1
0.71366,0.71366,0,1
0.47818,0.47818,0,1
0.82926,0.82926,0,1
1.212,1.212,0,1
0.58355,0.58355,0,1
0.49629,0.49629,0,1
1.2112,1.2112,0,1
0.48335,0.48335,0,1
0.47646,0.47646,0,1
0.5882,0.5882,0,1
0.46864,0.46864,0,1
1.0875,1.0875,0,1
0.69073,0.69073,0,1
0.8828,0.8828,0,1
0.55599,0.55599,0,1
0.5443,0.5443,0,1
0.55354,0.55354,0,1
0.54185,0.54185,0,1
0.35378,0.35378,0,1
0.72142,0.72142,0,1
0.4616,0.4616,0,1
0.49236,0.49236,0,1
0.57534,0.57534,0,1
0.69657,0.69657,0,1
0.96025,0.96025,0,1
0.45896,0.45896,0,1
0.72117,0.72117,0,1
1.181,1.181,0,1
0.93607,0.93607,0,1
0.49282,0.49282,0,1
0.70138,0.70138,0,1
0.73189,0.73189,0,1
0.74031,0.74031,0,1
0.89058,0.89058,0,1
0.56866,0.56866,0,1
0.50321,0.50321,0,1
0.98631,0.98631,0,1
0.63016,0.63016,0,1
0.6454,0.6454,0,1
0.58763,0.58763,0,1
0.80052,0.80052,0,1
0.9162,0.9162,0,1
0.63451,0.63451,0,1
0.70516,0.70516,0,1
0.61962,0.61962,0,1
0.34522,0.34522,0,1
0.53023,0.53023,0,1
0.53469,0.53469,0,1
0.54577,0.54577,0,1
1.0103,1.0103,0,1
0.60875,0.60875,0,1
0.71208,0.71208,0,1
0.42388,0.42388,0,1
0.57928,0.57928,0,1
0.94889,0.94889,0,1
0.4223,0.4223,0,1
1.0848,1.0848,0,1
0.80861,0.80861,0,1
0.53095,0.53095,0,1
0.50599,0.50599,0,1
0.42179,0.42179,0,1
0.65254,0.65254,0,1
0.57623,0.57623,0,1
0.36658,0.36658,0,1
0.65931,0.65931,0,1
0.96488,0.96488,0,1
0.99329,0.99329,0,1
0.37126,0.37126,0,1
0.75577,0.75577,0,1
0.61966,0.61966,0,1
0.6673,0.6673,0,1
0.87735,0.87735,0,1
0.58131,0.58131,0,1
0.81001,0.81001,0,1
0.75628,0.75628,0,1
0.65965,0.65965,0,1
0.52978,0.52978,0,1
0.6258,0.6258,0,1
0.5468,0.5468,0,1
0.67645,0.67645,0,1
1.1213,1.1213,0,1
0.77424,0.77424,0,1
0.4536,0.4536,0,1
0.60263,0.60263,0,1
0.56945,0.56945,0,1
0.47131,0.47131,0,1
0.691,0.691,0,1
0.50307,0.50307,0,1
0.38085,0.38085,0,1
0.29265,0.29265,0,1
0.62638,0.62638,0,1
0.78572,0.78572,0,1
0.54817,0.54817,0,1
0.44837,0.44837,0,1
0.46186,0.46186,0,1
1.0751,1.0751,0,1
0.69036,0.69036,0,1
0.40891,0.40891,0,1
0.77476,0.77476,0,1
0.57411,0.57411,0,1
0.48255,0.48255,0,1
0.57418,0.57418,0,1
0.46216,0.46216,0,1
0.39705,0.39705,0,1
0.3829,0.3829,0,1
0.71293,0.71293,0,1
0.64175,0.64175,0,1
0.98773,0.98773,0,1
0.62988,0.62988,0,1
0.41797,0.41797,0,1
0.59684,0.59684,0,1
0.4074,0.4074,0,1
1.2979,1.2979,0,1
0.65243,0.65243,0,1
1.0841,1.0841,0,1
0.62608,0.62608,0,1
0.40388,0.40388,0,1
0.69984,0.69984,0,1
0.47016,0.47016,0,1
0.96919,0.96919,0,1
0.36585,0.36585,0,1
0.55654,0.55654,0,1
0.38492,0.38492,0,1
0.76207,0.76207,0,1
0.937,0.937,0,1
0.82834,0.82834,0,1
0.97896,0.97896,0,1
0.46783,0.46783,0,1
0.7817,0.7817,0,1
0.44125,0.44125,0,1
1.0865,1.0865,0,1
0.76443,0.76443,0,1
0.42846,0.42846,0,1
0.62406,0.62406,0,1
0.62489,0.62489,0,1
0.54565,0.54565,0,1
0.7054,0.7054,0,1
0.79713,0.79713,0,1
0.77479,0.77479,0,1
0.44167,0.44167,0,1
0.45247,0.45247,0,1
0.754,0.754,0,1
0.6168,0.6168,0,1
0.50551,0.50551,0,1
0.41686,0.41686,0,1
0.72236,0.72236,0,1
0.56779,0.56779,0,1
0.57362,0.57362,0,1
0.54557,0.54557,0,1
0.47176,0.47176,0,1
0.57953,0.57953,0,1
0.74463,0.74463,0,1
0.36862,0.36862,0,1
0.34992,0.34992,0,1
0.7001,0.7001,0,1
0.53476,0.53476,0,1
0.55032,0.55032,0,1
0.72333,0.72333,0,1
0.43005,0.43005,0,1
0.65254,0.65254,0,1
0.55284,0.55284,0,1
0.73075,0.73075,0,1
0.5417,0.5417,0,1
0.46122,0.46122,0,1
0.77537,0.77537,0,1
0.46847,0.46847,0,1
0.64152,0.64152,0,1
