1.459082662851125356e+01,2.133423188666371288e+02,2.197684048270557753e+02,2.784812746408035196e+02,3.045905972985366930e+02,4.595716540203428053e+02,4.829890601411035504e+02,4.997852344150799695e+02,5.313551891633468358e+02,7.992453865962987720e+02
8.979212385408506236e+01,9.415033666221911801e+01,2.091734340280540891e+02,2.248452752192083324e+02,3.135929309502277533e+02,5.466422852619330115e+02,5.569724587110553102e+02,6.840534748276546679e+02,6.927468246361827369e+02,7.293024249643452777e+02
1.458019621472408573e+02,1.768597586475300716e+02,2.095002819688447175e+02,2.275131618872218837e+02,3.244896025576834973e+02,4.460010701933115342e+02,5.778693907382366888e+02,6.620178116288680030e+02,6.800183517689038126e+02,7.173430406332337270e+02
4.443109884627868666e+01,3.089703777205003234e+02,3.685178259450415794e+02,3.919943773426870166e+02,4.257283681071553474e+02,6.082679942350305282e+02,6.762185930678518844e+02,7.374786626327218073e+02,8.671055275381675074e+02,9.106734279440522641e+02
8.018629835200999878e+01,2.444255122773239179e+02,2.892796147577889201e+02,3.086103278393550795e+02,3.304384662723267070e+02,4.624139769668939834e+02,4.713314275705210434e+02,4.815899886025152909e+02,5.562024461355189260e+02,8.500689473092696744e+02
8.429206279697361026e+01,1.667171229675374207e+02,3.051457980771418192e+02,3.109038975765201371e+02,3.219071861824910457e+02,4.620956165776277089e+02,5.046057626374075653e+02,5.150463977901848693e+02,5.620357191795462768e+02,6.492188596088827808e+02
1.456976042419977091e+02,1.625497270739669773e+02,2.484089093796175689e+02,2.860084305173784855e+02,3.707716575446613660e+02,3.775934870660667571e+02,3.967458034685116104e+02,4.721058099122794829e+02,5.279471661586354685e+02,9.799778708345207860e+02
1.752935646490466013e+02,3.120821539582699415e+02,3.696976023335320178e+02,4.735806471038719678e+02,4.958830823669667893e+02,5.019000106912439492e+02,5.064495162032941380e+02,5.479162757967360449e+02,6.955485351235211056e+02,7.128140000659863063e+02
1.391077831282971715e+02,3.238103810470948929e+02,4.140796740798481892e+02,4.624456120601038833e+02,5.350262864441262991e+02,6.012068181749441464e+02,6.923839393635498709e+02,7.291025627052260916e+02,8.422965943323858937e+02,8.705493476228618874e+02
3.290921167726908720e+02,3.529468479898591795e+02,3.713230151265035488e+02,3.980839429528417668e+02,4.064142509481058596e+02,4.622485605471294434e+02,4.808221811544253796e+02,6.016597362382710799e+02,6.120776629872107151e+02,6.532783298099992635e+02
6.525762459268624127e+01,2.913370838569606462e+02,3.316198192039146306e+02,3.988835804781544994e+02,4.143026575854363500e+02,4.724504802060995985e+02,4.893191803379495468e+02,4.966126073402643328e+02,5.750960137570424422e+02,7.086073456945422322e+02
1.330297335600199062e+02,1.877811757042122451e+02,2.673413310208314897e+02,2.724955478014640562e+02,3.286143618980605652e+02,3.350778477986822850e+02,5.890929125175732679e+02,6.327489057304541120e+02,6.894472282775137728e+02,7.113994531499330378e+02
1.368327720273433954e+02,2.158750524939116531e+02,2.289028929727284094e+02,3.062451760556115232e+02,3.274293884411234217e+02,3.879034526469674802e+02,4.074256782777949297e+02,4.877416948431696824e+02,5.007797978063022128e+02,5.718508784467948090e+02
6.044934562562161773e+01,1.533966656763797118e+02,2.386633551306481706e+02,2.857196727266106677e+02,3.387220023509937619e+02,3.874385436128713991e+02,4.368495641872095234e+02,4.560476598205518144e+02,4.772068915631169830e+02,6.131213225175893058e+02
7.523323093546441953e+01,1.951526786302846688e+02,2.023169040543333494e+02,2.875670715754011439e+02,4.871581340475294724e+02,5.157071026003073939e+02,5.273797655483160725e+02,7.272811697463783958e+02,7.952030140170435288e+02,8.073204185239239905e+02
2.370416592579546844e+01,4.258787963793201925e+02,4.320185532561174000e+02,4.916866093428132558e+02,5.811369494231627186e+02,6.272811761000891693e+02,6.486443932952897740e+02,6.597214885972587126e+02,7.580395760633618920e+02,7.830651738487063085e+02
1.244648067519166545e+02,1.984219434416591525e+02,2.272545228046943748e+02,3.542765708397766389e+02,4.468167302782542265e+02,5.093292501746700509e+02,5.836164533399445418e+02,6.552049154844307850e+02,6.738810783046969846e+02,7.022823075523389207e+02
2.180677310265567712e+02,2.823252796352048790e+02,2.931752657437182847e+02,3.259388294415227278e+02,3.825062959243164187e+02,4.232082899755343988e+02,4.706066547612758768e+02,5.367967515514984598e+02,5.957813458865354050e+02,6.008363633729214826e+02
1.171120144649440675e+02,1.694000155244604571e+02,1.959625957636488920e+02,3.397456200371947830e+02,3.465073356868584824e+02,4.690673777052467699e+02,5.773717552315345074e+02,5.995375073459905479e+02,6.396446628251492257e+02,7.337389120475552318e+02
