1.449764008884728561e+01,8.506743238108460048e+01,8.909844825583608952e+01,1.012529237113136986e+02,1.029125911775720539e+02,1.183831097927576081e+02,1.266405519837081357e+02,1.278901158382694376e+02
5.425186533731466909e+01,6.032020031093860268e+01,1.460672530387229529e+02,1.614303492647117082e+02,1.629904640193302043e+02,1.654112009690890943e+02,1.668864978615332575e+02,1.677132229691248995e+02
1.086649457487110340e+02,1.624220907924552648e+02,1.646531744666299346e+02,1.738217576958832069e+02,1.762575869394998733e+02,1.806616401864637282e+02,2.172555258940359977e+02,2.449932589479384717e+02
3.035016090564086255e+01,5.613892366807856149e+01,6.589042769563772595e+01,8.342157074965150798e+01,1.172550688178667428e+02,1.206893845366088556e+02,1.223439081612413588e+02,1.296523992996852996e+02
2.991806750263193493e+01,4.034186170725621423e+01,4.071008481435952575e+01,7.216327771458759344e+01,1.363846664429442797e+02,1.545806701598692143e+02,1.731123006108458071e+02,1.953801114224606295e+02
8.160986449510962970e+00,1.148645415915593304e+01,1.752517241258471259e+01,4.078407201831994655e+01,4.359216541978992154e+01,7.112229938441643640e+01,7.128492710608274763e+01,9.522168292745162432e+01
9.547005692257037879e+01,1.175013080929929572e+02,1.192975337781622329e+02,1.223890596599160006e+02,1.269966731949856751e+02,1.279772948303563282e+02,1.639752688950504478e+02,1.903869939721589333e+02
1.284785355033400478e+01,3.816421468151912677e+01,5.556850693524791041e+01,6.697127147632421895e+01,7.772905046639557725e+01,8.277155025647611808e+01,9.823966185946470375e+01,1.126861035455636539e+02
4.382814506217511052e+01,7.649299203026662042e+01,8.182845433511066346e+01,9.331556454408685397e+01,1.042135599608415362e+02,1.232998156667601535e+02,1.248427480721880727e+02,1.482535143688171786e+02
1.229575444584748212e+01,1.590417598850349101e+01,7.156039428278205605e+01,7.597376330399389133e+01,9.632591879886892627e+01,1.116226565808133984e+02,1.449489476929252305e+02,1.521892586671076515e+02
8.882459702275538049e+00,3.659121802192603923e+01,7.316305790591844982e+01,1.126968983451028521e+02,1.231333115962521703e+02,1.546363291094096439e+02,1.909872468240746173e+02,2.083481095165321051e+02
3.343760153496558729e+01,4.924658748984066392e+01,6.718957141610651718e+01,9.097655444933411673e+01,1.042884978055400609e+02,1.319365223351870782e+02,1.393381958680346600e+02,1.525263954207560460e+02
4.885873747416709278e+01,5.651883727824871073e+01,6.650967592102207959e+01,8.003609179321833267e+01,1.022629572113115586e+02,1.093750607038057012e+02,1.169588441763986566e+02,1.222218598194722006e+02
7.870409705489684882e+01,1.140946768119905812e+02,1.858028417438742679e+02,2.372971891196531544e+02,2.382576729178383346e+02,2.428088644003464083e+02,2.532954981642168661e+02,2.555979171937455874e+02
9.382726218964764087e+01,1.369607735603982803e+02,2.015464147303281095e+02,2.258308634192427178e+02,2.378803600322794978e+02,2.465345131813701869e+02,2.541286046212971712e+02,2.631138486841480812e+02
2.825378021334480039e+01,5.105383765192640055e+01,5.390939259974678066e+01,6.203663438926757578e+01,6.610282289533984112e+01,6.926594861086427102e+01,7.510239686049089869e+01,8.282727667491583645e+01
8.388242358401505783e+00,4.766609517446240574e+01,6.218712434128057254e+01,7.855118493267553959e+01,1.047713256104265156e+02,1.273422829909748231e+02,1.332010073746858154e+02,1.510159144825536259e+02
1.787008321938031941e+01,3.900194877255033532e+01,4.254267876617036137e+01,5.275617387990043738e+01,6.099234323443836558e+01,6.550623332641144714e+01,8.026399779123056533e+01,9.497800712996091477e+01
1.252207721406983509e+01,2.262070555000612870e+01,2.963534996056493753e+01,5.859606131509050186e+01,6.478175350127872889e+01,6.733828748600495828e+01,1.039925071511361381e+02,1.073987060419200787e+02
7.295651332023719249e+01,9.257787785106778244e+01,9.646135107693088173e+01,1.366462792440983378e+02,1.612902729959996293e+02,1.640171784615100989e+02,1.805926934016775931e+02,1.891602887539062294e+02
5.179645447251048296e+01,6.636209976066972160e+01,1.008244534835929471e+02,1.239446525452768242e+02,1.382976783502407443e+02,1.511005759652986455e+02,1.894862459772496948e+02,2.029683301138701097e+02
7.963080339826740328e+01,1.815048082623798678e+02,2.331912128252083107e+02,2.397351792640325243e+02,2.576421568523847441e+02,2.584035366855617326e+02,2.620308449329755263e+02,2.695627500841133610e+02
5.183118848972955561e+01,1.510718101501799140e+02,1.901973669806500595e+02,2.026205051871958460e+02,2.099557902348716141e+02,2.787107711284651259e+02,2.903571107898547439e+02,3.235598004843603235e+02
3.149573354741008657e+01,3.634717767350171869e+01,4.562128707200669453e+01,1.035386201611174783e+02,1.159654816537260160e+02,1.422229324225402536e+02,1.453700221776515775e+02,1.483415881671008094e+02
4.255822181206507793e+01,6.548199099563559855e+01,6.742046640986750106e+01,6.775579398882948112e+01,6.802512328176321432e+01,8.278380606979500556e+01,8.314498996585678015e+01,8.735806946451842236e+01
1.553930062427526337e+01,2.136448401829925103e+01,3.681649825916884566e+01,6.071488609722354113e+01,7.517543872924697723e+01,8.508620659002187381e+01,9.113319927318268299e+01,9.460687066062531869e+01
1.593506858080782784e+01,2.758414887512462244e+01,8.593347657928877936e+01,9.286021930041802364e+01,1.014201505423609433e+02,1.078898135520037584e+02,1.368802557924690859e+02,1.405092953495261270e+02
5.718967395256631647e+01,6.719713849861039989e+01,7.856034922178383795e+01,8.003280983104497182e+01,8.636551829518958812e+01,9.240604962303669367e+01,9.513091814577101957e+01,9.597165269849848812e+01
6.429308278800111509e+01,8.701096669498225822e+01,1.351601973575710360e+02,1.410104353404684900e+02,1.413355456005151893e+02,1.442620386028852408e+02,1.452721153664795963e+02,1.495119546684332477e+02
1.682914154184343403e+01,2.849177968115389703e+01,6.850438414417472188e+01,7.198563633801717287e+01,7.555402921867739963e+01,8.543635849654064884e+01,1.177256648030509609e+02,1.247221967946805137e+02
2.876285676830235971e+01,3.030516381908473633e+01,3.882906696857897089e+01,5.946932028949532167e+01,6.573428182955758814e+01,6.928823890243867822e+01,9.173151205199185654e+01,9.516099088036679632e+01
3.687019761705321486e+01,4.216388245891012332e+01,5.795302349954882004e+01,6.601141304980549762e+01,1.323730036483238166e+02,1.352857445040519622e+02,1.476464631889081431e+02,1.559260671946359764e+02
2.312411027176171530e+01,4.186873349800018218e+01,4.962515512437380494e+01,7.944999350469142030e+01,1.291044766123454508e+02,1.307606784989428945e+02,1.452774495698338626e+02,1.656759083483644588e+02
1.709948123903482653e+01,2.099117749946452705e+01,6.103342310039280960e+01,6.439722981744168351e+01,6.936615450717505382e+01,7.034213635946470333e+01,9.035414055866488070e+01,1.013073114693843166e+02
3.701300237920845859e+01,6.769032483181167947e+01,6.910953308680765872e+01,7.105690164246264828e+01,7.151139508657192323e+01,8.909366042749135772e+01,1.034336492922308253e+02,1.052755988878306255e+02
1.732556992070946578e+01,8.077668857350265341e+01,8.624765312208432988e+01,1.118930870566220079e+02,1.172835658327846176e+02,1.578516582954114256e+02,1.685572691471071494e+02,1.727175450180312737e+02
