1.449764008884728561e+01,8.506743238108460048e+01,8.909844825583608952e+01,1.012529237113136986e+02,1.029125911775720539e+02,1.183831097927576081e+02,1.266405519837081357e+02,1.585102172951920352e+02
5.425186533731466909e+01,6.032020031093860268e+01,1.460672530387229529e+02,1.614303492647117082e+02,1.629904640193302043e+02,1.654112009690890943e+02,1.668864978615332575e+02,1.677132229691248995e+02
3.035016090564086255e+01,6.589042769563772595e+01,8.342157074965150798e+01,1.172550688178667428e+02,1.206893845366088556e+02,1.223439081612413588e+02,1.296523992996852996e+02,1.458248881846600398e+02
6.697127147632421895e+01,7.772905046639557725e+01,8.277155025647611808e+01,9.823966185946470375e+01,1.145745528436933256e+02,1.248115614701516023e+02,1.531320478413330761e+02,1.559881445096696382e+02
4.382814506217511052e+01,7.649299203026662042e+01,9.331556454408685397e+01,1.042135599608415362e+02,1.232998156667601535e+02,1.248427480721880727e+02,1.482535143688171786e+02,1.622582772117100944e+02
1.229575444584748212e+01,1.590417598850349101e+01,7.156039428278205605e+01,7.597376330399389133e+01,9.632591879886892627e+01,1.116226565808133984e+02,1.521892586671076515e+02,1.927646128635715854e+02
8.882459702275538049e+00,3.659121802192603923e+01,7.316305790591844982e+01,1.126968983451028521e+02,1.231333115962521703e+02,1.546363291094096439e+02,1.909872468240746173e+02,2.083481095165321051e+02
3.343760153496558729e+01,4.924658748984066392e+01,6.718957141610651718e+01,9.097655444933411673e+01,1.042884978055400609e+02,1.319365223351870782e+02,1.393381958680346600e+02,1.525263954207560460e+02
4.885873747416709278e+01,5.651883727824871073e+01,8.003609179321833267e+01,1.169588441763986566e+02,1.300000375160749968e+02,1.383820230688374693e+02,1.429043152405187982e+02,1.537526622014500504e+02
1.369607735603982803e+02,2.015464147303281095e+02,2.258308634192427178e+02,2.378803600322794978e+02,2.465345131813701869e+02,2.541286046212971712e+02,2.631138486841480812e+02,3.048622665842955257e+02
2.825378021334480039e+01,5.105383765192640055e+01,5.390939259974678066e+01,6.203663438926757578e+01,6.610282289533984112e+01,6.926594861086427102e+01,7.510239686049089869e+01,8.282727667491583645e+01
8.388242358401505783e+00,4.766609517446240574e+01,7.855118493267553959e+01,1.332010073746858154e+02,1.645641009538651076e+02,2.334224622588696150e+02,2.730446492946214789e+02,2.975265890340743340e+02
1.252207721406983509e+01,5.859606131509050186e+01,6.478175350127872889e+01,6.733828748600495828e+01,1.039925071511361381e+02,1.073987060419200787e+02,1.165355911080540494e+02,1.266376768433828346e+02
5.179645447251048296e+01,6.636209976066972160e+01,1.008244534835929471e+02,1.239446525452768242e+02,1.382976783502407443e+02,1.511005759652986455e+02,1.894862459772496948e+02,2.029683301138701097e+02
4.255822181206507793e+01,6.548199099563559855e+01,6.742046640986750106e+01,6.775579398882948112e+01,6.802512328176321432e+01,8.278380606979500556e+01,8.314498996585678015e+01,8.735806946451842236e+01
